"PRODUCT_SKU";"CAT_1";"CAT_2";"PICTURE_URL";"BRAND";"SHIPPED_ITEM";"SHIPPED_ITEM_BEF_REJECTION";"GRS_REVENUE_BEF_REJECTION";"GRS_REVENUE_BEF_CANCELLATION";"AVAIL_BY_SIZE";"PAGE_VIEWS";"VISITORS";"IMPRESSIONS";"CLICS";"STOCK";"AVAILABILITY";"CURRENT_SELLOUT_ITEMS";"BLACKPRICE";"DISCOUTPRICE";"GROSSTURNOVEER";"RANK"
"RO233AWCQB72";"FOOTWEAR";"ANKLE BOOTS";"/R/O/RO233AWCQB72_1.jpg";"Roberto Botticelli";4;5;92972,1437982240774252321898557716216657;303175,474983605109283535868369077115892;"36:0 | 38:0 | 39:0 | 40:0 | 37:1 | Grand total:1";193;164;84255;126;1;0,2;0,5;29990;22490;21,66666666666666666666666666666666666671;50
"WI064AWCYQ09";"FOOTWEAR";"ANKLE BOOTS";"/W/I/WI064AWCYQ09_1.jpg";"Wilmar";37;57;177555,1534193109756343487507716523834901;301091,8428989400249958941766286752422336;"37:0 | 38:0 | 39:0 | 41:0 | 40:1 | 36:3 | Grand total:4";1869;1182;527139;907;4;0,333333333;0,7722772277227722772277227722772277227723;4490;4040;35,28571428571428571428571428571428571423;51
"MA002AWDAL76";"FOOTWEAR";"ANKLE BOOTS";"/M/A/MA002AWDAL76_1.jpg";"Mango";28;56;169119,7863147495357329888133964649924942;300266,3823514196615785541445247635119013;"36:0 | 37:0 | 38:0 | 41:0 | 39:1 | 40:1 | Grand total:2";1967;1551;139320;981;2;0,333333333;0,7142857142857142857142857142857142857143;4499;2999;63,30434782608695652173913043478260869559;52
"LA002AWBOE44";"FOOTWEAR";"ANKLE BOOTS";"/L/A/LA002AWBOE44_1.jpg";"Lamania";62;91;219322,0682431040498415463653316714540973;298685,882803515386333044821175555794507;"36:0 | 37:0 | 38:0 | 40:8 | 39:11 | Grand total:19";3026;2351;206378;1670;19;0,4;0,8045602605863192182410423452768729641694;2990;2540;26,88636363636363636363636363636363636366;53
"MA002AWDAX61";"FOOTWEAR";"ANKLE BOOTS";"/M/A/MA002AWDAX61_1.jpg";"Mango";26;38;143242,1139891408961170796894781738428773;295354,1684337199798595040951609328826092;"36:0 | 37:0 | 38:0 | 39:0 | 40:0 | 41:0 | Grand total:0";1763;1286;112363;890;0;0;0,6774193548387096774193548387096774193548;5999;3999;47,04761904761904761904761904761904761906;54
"LO019AWCSW33";"FOOTWEAR";"ANKLE BOOTS";"/L/O/LO019AWCSW33_1_v1.jpg";"LOST INK.";41;75;243830,1057779767356449155098579034124958;294888,4823972481714036263272379608089134;"36:17 | 40:33 | 37:96 | 38:143 | 39:143 | Grand total:432";2312;1912;376271;1498;432;1;0,09;3790;3790;2,14050493962678375411635565312843029638;55
"SP004AWDME71";"FOOTWEAR";"ANKLE BOOTS";"/S/P/SP004AWDME71_1.jpg";"Spurr";67;101;165398,5818663271873592125361169712335315;293495,8731083562973603017438792392496689;"10:12 | 6:12 | 8:25 | 7:28 | 9:45 | Grand total:122";3524;2724;645537;2092;122;1;0,2843137254901960784313725490196078431373;2490;1860;8,41666666666666666666666666666666666667;56
"LA002AWBQE53";"FOOTWEAR";"ANKLE BOOTS";"/L/A/LA002AWBQE53_1.jpg";"Lamania";113;139;154342,8091795522157861501577268306402359;289687,1500160503158403749655048254598537;"36:0 | 37:0 | 39:0 | 40:0 | 38:1 | Grand total:1";5758;4522;426312;4736;1;0,2;0,6789297658862876254180602006688963210702;1990;1190;41,06818181818181818181818181818181818183;57
"SE011AWDGB30";"FOOTWEAR";"ANKLE BOOTS";"/S/E/SE011AWDGB30_1.jpg";"See by Chloe";4;8;122655,5208007655591088388535446669502716;284470,974001588127938548685544787822372;"38:0 | 40:0 | 36:1 | 37:1 | 39:1 | Grand total:3";296;245;104526;201;3;0,6;0,25;26990;21590;20,8;58
"SE011AWDGB31";"FOOTWEAR";"ANKLE BOOTS";"/S/E/SE011AWDGB31_1.jpg";"See by Chloe";4;10;161682,4102010324161736834461289500957096;284079,017001720693622805743548250159516;"39:0 | 40:0 | 36:1 | 37:1 | 38:1 | Grand total:3";370;310;104998;230;3;0,6;0,5;27490;21990;28,88888888888888888888888888888888888886;59
"SP004AWDFJ34";"FOOTWEAR";"ANKLE BOOTS";"/S/P/SP004AWDFJ34_1.jpg";"Spurr";94;116;127274,5623337914102426403940146914740927;275896,8903221069695298485527605827695692;"10:0 | 6:0 | 8:4 | 7:6 | 9:17 | Grand total:27";3028;2212;550486;1825;27;0,6;0,5707762557077625570776255707762557077626;1990;1190;21,23943661971830985915492957746478873242;60
"SP004AWDME52";"FOOTWEAR";"ANKLE BOOTS";"/S/P/SP004AWDME52_1_v1.jpg";"Spurr";66;94;169124,4807028278967855653881522715866897;274285,3194034749212692994603359205603762;"6:2 | 10:6 | 7:8 | 9:21 | 8:23 | Grand total:60";7235;6347;963686;3792;60;1;0,4172185430463576158940397350993377483444;2490;1990;13,21081081081081081081081081081081081086;61
"LA002AWBOK66";"FOOTWEAR";"ANKLE BOOTS";"/L/A/LA002AWBOK66_1.jpg";"Lamania";71;98;112789,3328244463708286827016830700936118;273123,7174107771050278164608303714173062;"36:0 | 40:0 | 37:1 | 39:1 | 38:2 | Grand total:4";2960;2283;487234;1559;4;0,6;0,712264150943396226415094339622641509434;2490;1240;34,43243243243243243243243243243243243245;62
"LA002AWCUV19";"FOOTWEAR";"ANKLE BOOTS";"/L/A/LA002AWCUV19_1.jpg";"Lamania";32;62;224067,0495616176906598998291364641143357;272952,7676171729721783370397463470304046;"35:4 | 39:19 | 36:49 | 37:80 | 38:84 | Grand total:236";2443;1985;373241;1599;236;1;0,1561461794019933554817275747508305647841;3490;3490;3,19207920792079207920792079207920792079;63
"VI994AWCHA13";"FOOTWEAR";"ANKLE BOOTS";"/V/I/VI994AWCHA13_1.jpg";"Vicini";5;5;101626;271920;"36:0 | 37:0 | 38:0 | 39:0 | 40:0 | Grand total:0";257;213;60013;128;0;0;0,5;33990;28890;26;64
"CL567AWCEO12";"FOOTWEAR";"ANKLE BOOTS";"/C/L/CL567AWCEO12_1.jpg";"Clarks";14;26;123402,2133900141074124745725795113686012;271498,7975000243842767473756088348608757;"3,5:0 | 5,5:0 | 5:0 | 6,5:0 | 6:0 | 4,5:1 | 4:5 | Grand total:6";931;640;115992;427;6;0,285714286;0,4166666666666666666666666666666666666667;10390;6230;27,04;65
"AL028AWCWG91";"FOOTWEAR";"ANKLE BOOTS";"/A/L/AL028AWCWG91_1.jpg";"Aldo";13;30;151138,647469989276407338092324146099088;271356,5717999849489318731778666639937468;"36:0 | 37:0 | 40:0 | 41:0 | 38:1 | 39:4 | Grand total:5";930;722;125282;582;5;0,333333333;0,4838709677419354838709677419354838709677;8690;6080;30,00000000000000000000000000000000000003;66
"SP004AWDME77";"FOOTWEAR";"ANKLE BOOTS";"/S/P/SP004AWDME77_1.jpg";"Spurr";67;102;170510,7635343274393936949056430318796755;271229,4018059445812363892364294234217822;"10:0 | 9:0 | 6:1 | 8:1 | 7:3 | Grand total:5";6057;4934;1174379;3988;5;0,6;0,6732673267326732673267326732673267326733;2490;1860;33,56962025316455696202531645569620253169;67
"LA002AWBNN69";"FOOTWEAR";"ANKLE BOOTS";"/L/A/LA002AWBNN69_1.jpg";"Lamania";42;58;87819,4251198236585877628025373242455656;269643,2867029284045320125814645607252515;"36:0 | 39:0 | 40:0 | 37:1 | 38:1 | Grand total:2";2061;1331;107452;1201;2;0,4;0,759689922480620155038759689922480620155;3990;1790;44,35294117647058823529411764705882352945;68
"VE002AWDIX34";"FOOTWEAR";"ANKLE BOOTS";"/V/E/VE002AWDIX34_1.jpg";"VELVET";10;29;144244,5089996858010380766555530030642928;260531,0179993716020761533111060061285856;"38:0 | 37:2 | 39:2 | 40:2 | 36:8 | Grand total:14";1178;838;254939;713;14;0,8;0,5609756097560975609756097560975609756098;8490;6790;20,94444444444444444444444444444444444443;69
"LA002AWBOE59";"FOOTWEAR";"ANKLE BOOTS";"/L/A/LA002AWBOE59_1.jpg";"Lamania";73;120;145812,271831796208205386932000300237389;259082,3210102498729910452989628073008263;"36:0 | 37:0 | 38:0 | 40:0 | 39:6 | Grand total:6";3127;2384;369785;1460;6;0,2;0,8284789644012944983818770226537216828479;1990;1290;32,5;70
"BA097AWDAV36";"FOOTWEAR";"ANKLE BOOTS";"/B/A/BA097AWDAV36_1.jpg";"Baldinini";3;5;77990,4999991811610000278405259990534221;256173,8499986313691000465334505984178627;"37:0 | 38:1 | 40:1 | 36:2 | 39:3 | Grand total:7";472;382;145670;291;7;0,8;0,3571428571428571428571428571428571428571;26990;22940;8,66666666666666666666666666666666666667;71
"SE011AWDGB34";"FOOTWEAR";"ANKLE BOOTS";"/S/E/SE011AWDGB34_1.jpg";"See by Chloe";5;11;144903;252890;"36:0 | 38:0 | 39:0 | 40:0 | 37:2 | Grand total:2";621;515;147721;489;2;0,2;0,375;22990;17240;28,6;72
"DO005AWDLT84";"FOOTWEAR";"ANKLE BOOTS";"/D/O/DO005AWDLT84_1.jpg";"Dorothy Perkins";33;59;144401,6844052483413264346757682689612376;251938,5539092261256795847217687802378104;"7:0 | 8:1 | 3:7 | 6:7 | 4:11 | 5:15 | Grand total:41";2415;2009;468070;1568;41;0,833333333;0,32;3990;2590;12,37096774193548387096774193548387096774;73
"DO005AWDFF59";"FOOTWEAR";"ANKLE BOOTS";"/D/O/DO005AWDFF59_1.jpg";"Dorothy Perkins";31;54;102071,7448939737520831018280130281448753;250599,6426086683796385349897082040038492;"8:0 | 7:1 | 6:8 | 3:11 | 4:17 | 5:17 | Grand total:54";2414;2032;584696;1637;54;0,833333333;0,2376237623762376237623762376237623762376;4190;2300;9,88732394366197183098591549295774647887;74
"CA556AWCVO16";"FOOTWEAR";"ANKLE BOOTS";"/C/A/CA556AWCVO16_1.jpg";"Capodarte";12;22;80638,5003488118930122091512317963156327;248196,2204966468060623324477273693925522;"36:0 | 37:0 | 38:0 | 39:0 | 40:0 | Grand total:0";725;530;151234;488;0;0;0,5;9390;4690;43,99999999999999999999999999999999999994;75
"TI007AWDIO28";"FOOTWEAR";"ANKLE BOOTS";"/T/I/TI007AWDIO28_1.jpg";"Timberland";9;21;135359,2617512938536471719385817804912717;247803,8300022716883337946456405622624205;"5,5:0 | 7:0 | 8:0 | 9:0 | 6:1 | Grand total:1";878;670;143059;496;1;0,2;0,7142857142857142857142857142857142857143;10690;8010;39;76
"AL028AWCWG71";"FOOTWEAR";"ANKLE BOOTS";"/A/L/AL028AWCWG71_1.jpg";"Aldo";14;30;112067;247690;"36:0 | 39:0 | 40:0 | 41:0 | 37:1 | 38:1 | Grand total:2";734;499;60056;252;2;0,333333333;0,6666666666666666666666666666666666666667;7990;4790;48,75;77
"SP004AWDFJ38";"FOOTWEAR";"ANKLE BOOTS";"/S/P/SP004AWDFJ38_1.jpg";"Spurr";71;115;129406,6929301860793701898112014401505815;246512,7479089930642060901354207076646243;"10:0 | 7:0 | 8:0 | 6:1 | 9:2 | Grand total:3";5988;4400;314816;3943;3;0,4;0,8392282958199356913183279742765273311897;1990;1190;71,19047619047619047619047619047619047624;78
"DO005AWDGK11";"FOOTWEAR";"ANKLE BOOTS";"/D/O/DO005AWDGK11_1.jpg";"Dorothy Perkins";61;81;91521,4321801055745925252575540496402725;246382,7867997790631301639843349262500299;"7:0 | 8:0 | 6:3 | 5:6 | 3:10 | 4:14 | Grand total:33";2079;1557;375256;1110;33;0,666666667;0,3524590163934426229508196721311475409836;2690;1470;15,83458646616541353383458646616541353386;79
"SP004AWDME51";"FOOTWEAR";"ANKLE BOOTS";"/S/P/SP004AWDME51_1_v1.jpg";"Spurr";67;90;171117,878645866711036477818743395867406;245782,8125909554225123715176162436848987;"10:0 | 6:0 | 7:0 | 8:6 | 9:11 | Grand total:17";3439;2645;376910;1392;17;0,4;0,4821428571428571428571428571428571428571;2490;1990;23,63636363636363636363636363636363636366;80
"AS069AWDFT09";"FOOTWEAR";"ANKLE BOOTS";"/A/S/AS069AWDFT09_1.jpg";"Ash";12;27;162883,2924999597901225001206296324996382;245646,5799999581902600001254292199996238;"36:0 | 37:0 | 38:0 | 39:0 | 40:0 | Grand total:0";631;429;71208;304;0;0;0,75;7990;7190;70,2;81
"SP004AWDFJ28";"FOOTWEAR";"ANKLE BOOTS";"/S/P/SP004AWDFJ28_1.jpg";"Spurr";80;102;119139,4721081870201593987124423326616326;244911,9127143814694239666222260318547247;"10:0 | 6:0 | 9:3 | 8:5 | 7:9 | Grand total:17";3618;2878;651930;2345;17;0,6;0,5802469135802469135802469135802469135802;1990;1190;24,10909090909090909090909090909090909085;82
"DI004AWCKT43";"FOOTWEAR";"ANKLE BOOTS";"/D/I/DI004AWCKT43_1.jpg";"Dino Ricci";9;29;130780,7973493136085380412871666864905181;244530,8749983869543301060078484993714426;"38:0 | 40:0 | 36:1 | 37:1 | 39:1 | Grand total:3";629;503;151533;426;3;0,6;0,6;7490;5240;47,125;83
"LA002AWBQE59";"FOOTWEAR";"ANKLE BOOTS";"/L/A/LA002AWBQE59_1.jpg";"Lamania";76;109;129409,9600953251571778162441965239522123;242974,0406255926228828575650603542519843;"36:0 | 37:0 | 38:0 | 40:0 | 39:2 | Grand total:2";4034;3063;272779;2265;2;0,2;0,7523510971786833855799373040752351097179;1990;1190;55,5686274509803921568627450980392156863;84
"MA002AWCXG68";"FOOTWEAR";"ANKLE BOOTS";"/M/A/MA002AWCXG68_1.jpg";"Mango";23;42;99154,6213043147783416332651533963493116;240047,3170689460091128945719939475958753;"36:0 | 37:0 | 38:0 | 39:0 | 40:0 | 41:0 | Grand total:0";1573;1263;65529;963;0;0;0,6511627906976744186046511627906976744186;4499;2249;218,4;85
"BA097AWCRG47";"FOOTWEAR";"ANKLE BOOTS";"/B/A/BA097AWCRG47_1.jpg";"Baldinini";3;8;152341;239920;"37:0 | 38:0 | 36:1 | 39:1 | 40:1 | Grand total:3";599;514;81819;323;3;0,6;0,7692307692307692307692307692307692307692;29990;25490;41,6;86
"RO233AWCQB79";"FOOTWEAR";"ANKLE BOOTS";"/R/O/RO233AWCQB79_1.jpg";"Roberto Botticelli";5;7;104805;239920;"36:0 | 37:0 | 38:0 | 39:0 | 40:0 | Grand total:0";308;262;61729;184;0;0;0,375;29990;22490;45,5;86
"RO233AWCQB77";"FOOTWEAR";"ANKLE BOOTS";"/R/O/RO233AWCQB77_1.jpg";"Roberto Botticelli";3;8;150638,4999989472070000357949619987829713;236515,9999985962760000477266159983772951;"36:0 | 37:0 | 38:0 | 39:0 | 40:0 | Grand total:0";347;292;79504;229;0;0;0,5;27890;20910;52;88
"AS069AWCNB36";"FOOTWEAR";"ANKLE BOOTS";"/A/S/AS069AWCNB36_1.jpg";"Ash";14;29;138770,6669024367545401434395826972855642;234163,9770040917933380854749884891762606;"37:0 | 38:0 | 36:1 | 40:1 | 39:3 | Grand total:5";847;594;169328;431;5;0,6;0,6829268292682926829268292682926829268293;7790;6620;27,92592592592592592592592592592592592595;89
"ST001AWCCD34";"FOOTWEAR";"ANKLE BOOTS";"/S/T/ST001AWCCD34_1.jpg";"Stuart Weitzman";6;7;117150;227920;"37:0 | 38:0 | 39:0 | 40:0 | 36:1 | Grand total:1";247;214;100929;167;1;0,2;0,25;28490;21360;30,33333333333333333333333333333333333329;90
"MA143AWCLU89";"FOOTWEAR";"ANKLE BOOTS";"/M/A/MA143AWCLU89_1.jpg";"Marco Tozzi";30;47;135870,5189151502937490695156293143660886;227135,6217058767499450025760796817801945;"36:0 | 37:0 | 38:0 | 39:0 | 41:0 | 40:1 | Grand total:1";2124;1447;105590;872;1;0,166666667;0,75;4390;3730;42,13793103448275862068965517241379310339;91
"DO005AWDGK16";"FOOTWEAR";"ANKLE BOOTS";"/D/O/DO005AWDGK16_1.jpg";"Dorothy Perkins";40;57;98024,8403502763640174452334658564372391;226761,8469032777243483158601665490896552;"7:0 | 8:0 | 6:8 | 4:10 | 5:16 | Grand total:34";2138;1789;432285;1493;34;0,6;0,3402061855670103092783505154639175257732;3490;2090;13,8504672897196261682242990654205607477;92
"VA468AWDUA88";"FOOTWEAR";"ANKLE BOOTS";"/V/A/VA468AWDUA88_1_v1.jpg";"Vagabond";14;32;178826,4880003601645571676888034468414328;224886,7203988420632467321386729959341424;"36:0 | 37:0 | 38:0 | 39:0 | 40:0 | 41:0 | Grand total:0";1556;991;85038;516;0;0;0,7916666666666666666666666666666666666667;5990;5990;59,42857142857142857142857142857142857141;93
"MA002AWDAK24";"FOOTWEAR";"ANKLE BOOTS";"/M/A/MA002AWDAK24_1.jpg";"Mango";22;33;88162,9955701635566638432758115857056647;222719,0278203101820580393596359407830379;"36:0 | 37:0 | 38:0 | 39:0 | 41:0 | 40:1 | Grand total:1";829;618;83976;428;1;0,166666667;0,744186046511627906976744186046511627907;5499;2699;47,66666666666666666666666666666666666671;94
"MA143AWCLU63";"FOOTWEAR";"ANKLE BOOTS";"/M/A/MA143AWCLU63_1.jpg";"Marco Tozzi";31;46;81648,827250141636969920376893584891244;222404,90550022228001010018823676544456;"36:0 | 37:0 | 39:0 | 40:0 | 41:0 | 38:1 | Grand total:1";1570;893;29621;505;1;0,166666667;0,7913669064748201438848920863309352517986;4290;2570;29,9;95
"DO005AWDGK17";"FOOTWEAR";"ANKLE BOOTS";"/D/O/DO005AWDGK17_1.jpg";"Dorothy Perkins";43;59;104753,4950035346625734772861778643157374;222324,2054992753561195505962085298807812;"3:0 | 6:0 | 7:0 | 8:0 | 5:1 | 4:10 | Grand total:11";1582;1158;215313;821;11;0,333333333;0,475;3490;2090;25,14754098360655737704918032786885245901;96
"VA468AWCMJ09";"FOOTWEAR";"ANKLE BOOTS";"/V/A/VA468AWCMJ09_1.jpg";"Vagabond";20;35;191620,0810010082716391160225781418241433;220970,5578014598697740646327664444779578;"36:0 | 37:0 | 38:0 | 39:0 | 40:0 | 41:0 | Grand total:0";2142;1471;142488;916;0;0;0,8450704225352112676056338028169014084507;5490;5490;56,875;97
"CL567AWCEO10";"FOOTWEAR";"ANKLE BOOTS";"/C/L/CL567AWCEO10_1.jpg";"Clarks";5;20;107288;219780;"3,5:0 | 4,5:0 | 5:0 | 6,5:0 | 6:0 | 4:1 | 5,5:1 | Grand total:2";729;494;33065;258;2;0,285714286;0,6666666666666666666666666666666666666667;9990;7490;86,66666666666666666666666666666666666671;98
"VI994AWCHA11";"FOOTWEAR";"ANKLE BOOTS";"/V/I/VI994AWCHA11_1.jpg";"Vicini";4;4;82173;218940;"37:0 | 39:0 | 40:0 | 36:1 | 38:1 | Grand total:2";289;259;100658;228;2;0,4;0,1666666666666666666666666666666666666667;36490;29190;14,85714285714285714285714285714285714282;99
"LA002AWCYY46";"FOOTWEAR";"ANKLE BOOTS";"/L/A/LA002AWCYY46_1_v1.jpg";"Lamania";24;43;169344,091666450049839222106954224294544;216827,7185097032616806670331450251735863;"35:9 | 39:24 | 36:61 | 37:78 | 38:86 | Grand total:258";2656;2123;389577;1927;258;1;0,0696864111498257839721254355400696864111;3990;3990;0;100
